owner,name,createdAt,pushedAt,isMirror,diskUsage,primaryLanguage,languages,contributors,watchers,stargazers,forks,issues,commits,pullRequests,branches,tags,releases,description
zstackio,zstack,2015-04-04 21:29:29,2024-06-16 12:14:15,False,215213,Java,7,48,123,1282,385,407,13786,943,150,17,0,ZStack - the open-source IaaS software http://zstack.org (国内用户请至 http://zstack.io)
angband,angband,2010-10-29 01:17:48,2024-06-28 23:08:00,False,121678,C,9,92,57,1277,328,2621,10061,1808,13,1104,1000,"A free, single-player roguelike dungeon exploration game"
su2code,SU2,2013-06-28 19:52:40,2024-06-28 14:27:40,False,935835,C++,8,175,163,1277,828,804,18011,1163,277,57,42,SU2: An Open-Source Suite for Multiphysics Simulation and Design
bbc,simorgh,2018-05-18 14:59:42,2024-06-28 19:36:16,False,2970607,JavaScript,5,185,40,1275,210,3389,55325,8265,138,2044,1000,"The BBC's Open Source Web Application. Contributions welcome! Used on some of our biggest websites, e.g."
mozilla,kitsune,2010-01-26 18:53:57,2024-06-28 17:21:53,False,148995,Python,10,132,336,1272,710,570,10323,5262,18,121,13,Platform for Mozilla Support
zulip,zulip-mobile,2016-05-08 05:41:48,2024-06-27 03:56:55,False,44030,JavaScript,11,105,36,1269,641,2098,10609,3769,12,192,167,Zulip mobile apps for Android and iOS.
inverse-inc,packetfence,2012-03-01 20:21:13,2024-06-28 21:15:18,False,375371,Perl,21,69,89,1267,274,5305,46122,2889,491,122,67,"PacketFence is a fully supported, trusted, Free and Open Source network access control (NAC) solution. Boasting an impressive feature set including a captive-portal for registration and remediation, centralized wired and wireless management, powerful BYOD management options, 802.1X support, layer-2 isolation of problematic devices; PacketFence can be used to effectively secure networks small to very large heterogeneous networks."
contiki-ng,contiki-ng,2017-05-13 17:37:59,2024-06-30 11:02:25,False,82690,C,11,216,85,1266,695,863,17811,1804,2,49,10,Contiki-NG: The OS for Next Generation IoT Devices
hedyorg,hedy,2019-12-09 12:15:29,2024-06-29 06:43:12,False,867414,CSS,10,451,24,1263,281,2164,14410,3335,117,12,12,"Hedy is a gradual programming language to teach children programming. Gradual languages use different language levels, where each level adds new concepts and syntactic complexity. At the end of the Hedy level sequence, kids master a subset of syntactically valid Python."
OpenKore,openkore,2016-02-28 14:35:23,2024-06-02 16:00:28,False,376827,Perl,18,72,234,1256,1035,1764,12947,2068,35,0,0,A free/open source client and automation tool for Ragnarok Online
easysoft,zentaopms,2011-01-30 11:33:01,2024-06-28 11:10:10,False,844179,PHP,8,50,69,1254,316,116,84150,28,2,252,38,"Zentao is an agile(scrum) project management system/tool, Free Upgrade Forever!​"
owncloud,ocis,2019-08-15 09:15:18,2024-06-30 00:09:45,False,471300,Go,13,132,37,1253,169,3038,18057,6325,151,126,125,:atom_symbol: ownCloud Infinite Scale Stack
VazkiiMods,Botania,2014-01-13 14:30:52,2024-06-30 08:02:14,False,113524,Java,12,198,75,1246,493,3558,10016,1131,11,109,4,A tech mod for Minecraft themed around the magic of nature and plant life.
wbond,package_control_channel,2011-08-05 03:56:41,2024-06-30 10:01:05,False,20364,Python,1,3686,40,1242,3626,161,15459,8775,2,0,0,Default channel file for Package Control. Follow the directions at:
Bitcoin-ABC,bitcoin-abc,2017-05-01 09:58:15,2024-06-28 19:13:31,True,260575,C++,25,699,146,1240,790,373,28012,164,5,167,155,Bitcoin ABC develops node software and infrastructure for the eCash project. This a mirror of the official Bitcoin-ABC repository.  Please see README.md
elementary,website,2015-01-06 20:39:35,2024-06-28 01:16:05,False,232532,PHP,5,660,68,1235,706,992,12818,2490,8,8,8,The elementary.io website
getkirby,kirby,2017-10-06 11:35:25,2024-06-29 17:41:09,False,39111,PHP,7,65,27,1230,166,3614,10759,2804,43,212,146,Kirby's core application folder
input-output-hk,daedalus,2016-10-05 13:48:54,2024-06-28 06:42:57,False,256950,TypeScript,15,116,98,1227,295,560,10929,2640,219,120,100,"The open source cryptocurrency wallet for ada, built to grow with the community"
dosbox-staging,dosbox-staging,2019-09-14 22:08:30,2024-06-28 23:01:39,False,48121,C++,17,132,38,1226,150,1421,13151,2289,226,41,18,DOSBox Staging is a modern continuation of DOSBox with advanced features and current development practices.
OpenSIPS,opensips,2013-05-09 11:16:38,2024-06-29 20:39:51,False,163962,C,14,127,96,1217,564,2492,18107,925,30,161,0,"OpenSIPS is a GPL implementation of a multi-functionality SIP Server that targets to deliver a high-level technical solution (performance, security and quality) to be used in professional SIP server platforms."
VirtoCommerce,vc-platform,2013-10-24 07:44:30,2024-06-30 08:38:31,False,258419,C#,10,85,147,1215,847,1565,12931,1243,77,620,598,Virto Commerce B2B Innovation Platform
google,site-kit-wp,2019-06-11 14:20:21,2024-06-30 00:16:28,False,2525881,JavaScript,6,82,62,1215,279,4744,35753,4187,218,142,142,Site Kit is a one-stop solution for WordPress users to use everything Google has to offer to make them successful on the web.
nix-community,NUR,2018-02-28 18:49:50,2024-06-30 12:20:39,False,14206,Python,3,371,16,1212,323,107,24369,628,10,0,0,Nix User Repository: User contributed nix packages [maintainer=@Mic92]
debops,debops,2017-08-26 10:46:25,2024-06-26 09:34:43,False,39477,Jinja,9,150,52,1212,340,621,17609,1879,11,98,97,DebOps - Your Debian-based data center in a box
revive-adserver,revive-adserver,2013-07-16 22:11:15,2024-06-28 10:58:05,False,138528,PHP,7,56,168,1209,560,1009,13995,492,12,53,0,"The world's most popular free, open source ad serving system. You can download the latest release at:"
ocaml,opam,2012-02-17 20:55:44,2024-06-29 17:35:14,False,39909,OCaml,10,153,62,1207,348,3213,11061,2796,21,109,71,"opam is a source-based package manager. It supports multiple simultaneous compiler installations, flexible package constraints, and a Git-friendly development workflow."
FirebirdSQL,firebird,2016-03-16 06:10:37,2024-06-30 08:16:09,False,248676,C++,19,58,81,1202,208,7456,57531,687,48,73,29,"Firebird server, client and tools"
JetBrains,JetBrainsRuntime,2018-09-05 19:02:09,2024-06-30 00:03:01,False,921080,Java,28,853,43,1199,185,130,80115,276,980,4783,137,"Runtime environment based on OpenJDK for running IntelliJ Platform-based products on Windows, macOS, and Linux"
qtumproject,qtum,2017-03-03 08:17:11,2024-06-28 13:41:30,False,208052,C++,19,675,187,1198,398,331,43064,694,282,52,48,Qtum Core Wallet
csound,csound,2014-03-24 00:47:43,2024-06-23 17:03:26,False,102650,C,31,61,97,1197,186,1415,18565,489,39,76,20,Main repository for Csound
globaleaks,GlobaLeaks,2012-08-30 18:07:46,2024-06-26 13:59:05,False,439132,Python,6,46,80,1197,261,3294,16876,282,23,286,0,"GlobaLeaks is free, open source software enabling anyone to easily set up and maintain a secure whistleblowing platform."
newrelic,newrelic-ruby-agent,2008-10-31 16:13:01,2024-06-29 01:19:01,False,38283,Ruby,5,241,47,1193,599,1100,19574,1618,48,518,90,New Relic RPM Ruby Agent
intel,llvm,2019-01-16 09:05:33,2024-06-30 11:32:22,False,2646600,LLVM,54,3517,78,1192,705,1737,518505,12432,50,1601,1000,Intel staging area for llvm.org contribution. Home for Intel LLVM-based projects.
OpenNebula,one,2011-03-10 17:53:48,2024-05-30 16:44:56,False,120522,JavaScript,18,169,79,1189,473,3874,20818,2741,69,183,0,The open source Cloud & Edge Computing Platform bringing real freedom to your Enterprise Cloud 🚀
sagemath,sage,2012-06-08 10:11:02,2024-06-30 10:58:17,False,395113,Python,20,246,8,1179,409,35565,125114,2511,10,1084,16,Main repository of SageMath. Now open for Issues and Pull Requests.
ldc-developers,ldc,2011-08-08 17:10:27,2024-06-29 20:19:46,False,169337,D,13,181,77,1178,255,1970,46583,2700,39,504,142,The LLVM-based D Compiler.
splunk,security_content,2018-12-18 21:14:15,2024-06-26 23:57:14,False,274853,Python,3,66,65,1178,333,256,23530,2759,438,152,141,Splunk Security Content
aesara-devs,aesara,2019-11-12 14:02:08,2024-09-05 03:21:22,False,83117,Python,8,405,20,1176,155,692,30112,750,9,121,86,"Aesara is a Python library for defining, optimizing, and efficiently evaluating mathematical expressions involving multi-dimensional arrays."
mxe,mxe,2012-03-22 13:01:48,2024-06-28 09:53:38,False,27077,Makefile,12,209,65,1175,509,1384,11128,1698,1,40,0,MXE (M cross environment)
trilinos,Trilinos,2015-11-16 19:39:16,2024-06-28 22:29:19,False,817241,C++,36,287,116,1174,559,5239,101853,7931,115,159,12,Primary repository for the Trilinos Project
wavesplatform,Waves,2016-04-17 08:38:48,2024-06-29 12:06:18,False,59227,Scala,5,72,184,1173,414,366,13156,3573,144,172,172,⛓️ Reference Waves Blockchain Node (client) implementation on Scala
geomstats,geomstats,2017-10-25 00:44:57,2024-06-26 11:20:33,False,229632,Jupyter Notebook,3,91,38,1171,240,521,10741,1494,35,32,22,Computations and statistics on manifolds with geometric structures.
Monika-After-Story,MonikaModDev,2017-09-26 18:07:02,2024-06-25 16:55:42,False,1289385,Ren'Py,4,151,198,1167,686,7255,13660,2243,45,110,72,DDLC fan mod to extend Monika
pharo-project,pharo,2016-07-25 09:55:28,2024-06-29 11:02:32,False,110756,Smalltalk,3,206,42,1167,348,6796,29234,10045,11,362,15,Pharo is a dynamic reflective pure object-oriented language supporting live programming inspired by Smalltalk.
ValveSoftware,wine,2017-12-14 21:13:15,2024-06-28 21:46:08,False,519970,C,21,976,64,1166,230,94,170187,136,23,3652,0,Wine with a bit of extra spice
ucsd-progsys,liquidhaskell,2012-09-22 15:06:55,2024-06-25 16:05:47,False,59362,Haskell,13,79,28,1161,130,1108,12345,1198,163,51,11,Liquid Types For Haskell
oracle,graalpython,2018-04-17 09:54:59,2024-06-28 21:16:56,False,198895,Python,21,1516,57,1155,99,339,22734,59,25,121,51,A Python 3 implementation built on GraalVM
Roll20,roll20-character-sheets,2014-04-07 16:46:24,2024-06-30 02:36:09,False,2493394,HTML,17,1366,99,1154,4109,746,71136,12311,73,3,1,Character sheet templates created by the community for use in Roll20 VTT. Submit a ticket at roll20.net/help if critical hotfixes are to be requested.
mozilla,bedrock,2011-04-14 22:57:57,2024-06-28 19:40:39,False,771217,HTML,11,326,117,1153,912,3934,15460,10707,72,1209,0,"Making mozilla.org awesome, one pebble at a time"
gazebosim,gazebo-classic,2020-04-19 04:26:21,2024-05-15 10:09:39,False,557571,C++,15,132,36,1152,478,3032,32581,328,751,228,0,"Gazebo classic. For the latest version, see https://github.com/gazebosim/gz-sim"
Mapsui,Mapsui,2014-03-05 20:18:50,2024-06-29 10:14:06,False,2588776,C#,4,54,61,1149,313,1233,11715,1237,11,151,128,"Mapsui is a .NET Map component for: MAUI, WPF, Avalonia, Uno, Blazor, WinUI, Xamarin and Eto"
inspircd,inspircd,2012-03-21 12:22:32,2024-06-29 08:56:55,False,42191,C++,9,75,85,1139,266,1008,16480,972,8,182,81,A modular C++ IRC server (ircd).
TerriaJS,terriajs,2014-02-25 06:30:13,2024-06-27 23:58:00,False,77619,TypeScript,6,108,67,1137,355,3070,22584,3786,271,447,0,"A library for building rich, web-based geospatial data platforms."
nilearn,nilearn,2011-01-09 19:02:23,2024-06-29 04:16:22,False,44399,Python,6,211,70,1135,580,2038,10322,2443,1,52,11,Machine learning for NeuroImaging in Python
sagemathinc,cocalc,2015-03-19 04:16:53,2024-06-30 05:59:32,False,507533,TypeScript,12,48,50,1134,207,4936,40417,2587,1830,0,0,CoCalc: Collaborative Calculation in the Cloud
OpenLiberty,open-liberty,2017-09-15 19:34:25,2024-06-30 08:43:48,False,949968,Java,17,296,38,1133,577,11696,40469,17224,304,379,73,"Open Liberty is a highly composable, fast to start, dynamic application server runtime environment "
holochain,holochain,2020-01-13 15:50:39,2024-06-29 00:50:42,False,60897,Rust,6,45,72,1133,137,413,12375,3602,128,4630,186,"The current, performant & industrial strength version of Holochain on Rust."
sudo-project,sudo,2016-05-03 13:41:24,2024-06-26 02:15:59,False,199562,C,12,44,28,1132,209,216,12864,160,7,159,54,Utility to execute a command as another user
obspy,obspy,2012-09-08 19:17:46,2024-06-26 07:49:52,False,107283,Python,20,126,111,1130,529,1746,15626,1728,59,89,24,ObsPy: A Python Toolbox for seismology/seismological observatories.
cloudera,hue,2010-06-21 19:46:51,2024-06-28 12:16:06,False,466942,JavaScript,90,261,36,1129,363,1225,20939,2447,472,460,5,Open source SQL Query Assistant service for Databases/Warehouses
Zilliqa,Zilliqa,2017-12-27 07:42:33,2024-06-17 14:05:14,False,54078,C++,11,89,105,1127,282,386,10070,3549,402,220,160,Zilliqa is the world's first high-throughput public blockchain platform - designed to scale to thousands ​of transactions per second.
sulu,sulu,2013-10-18 12:57:02,2024-06-28 07:45:20,False,143524,PHP,7,169,52,1127,330,2496,18621,4898,4,330,330,Core framework that implements the functionality of the Sulu content management system
embox,embox,2015-03-29 15:27:48,2024-06-28 15:22:30,False,49014,C,19,160,54,1124,265,1153,25738,2172,51,63,37,Modular and configurable OS for embedded applications
HariSekhon,Nagios-Plugins,2012-12-30 20:29:47,2024-06-26 17:09:40,False,9235,Python,5,44,97,1122,502,246,12297,177,25,0,0,"450+ AWS, Hadoop, Cloud, Kafka, Docker, Elasticsearch, RabbitMQ, Redis, HBase, Solr, Cassandra, ZooKeeper, HDFS, Yarn, Hive, Presto, Drill, Impala, Consul, Spark, Jenkins, Travis CI, Git, MySQL, Linux, DNS, Whois, SSL Certs, Yum Security Updates, Kubernetes, Cloudera etc..."
batfish,batfish,2014-12-03 21:10:18,2024-06-30 08:27:33,False,333751,Java,6,55,55,1121,229,857,12438,8230,85,90,80,"Batfish is a network configuration analysis tool that can find bugs and guarantee the correctness of (planned or current) network configurations. It enables network engineers to rapidly and safely evolve their network, without fear of outages or security breaches."
wireapp,wire-webapp,2016-07-21 15:34:05,2024-06-28 17:01:36,False,166844,TypeScript,11,68,59,1121,290,522,16381,17121,82,474,280,👽 Wire for web
pgRouting,pgrouting,2010-11-04 05:31:16,2024-06-16 09:40:09,False,576028,C++,7,122,70,1116,364,866,12795,1734,6,102,80,"Repository contains pgRouting library. Development branch is ""develop"", stable branch is ""master"""
picolibc,picolibc,2019-05-06 01:01:25,2024-06-30 03:35:58,False,132863,C,14,52,45,1114,162,162,24420,568,312,784,27,picolibc - a C library designed for embedded 32- and 64- bit systems.
jlord,patchwork,2014-01-10 00:00:11,2024-06-30 04:11:44,False,188626,Rich Text Format,6,9990,47,1114,41166,75,201035,51986,1,0,0,All the Git-it Workshop completers! 
cozy,cozy-stack,2016-07-15 15:54:30,2024-06-28 09:18:22,False,148887,Go,8,55,46,1107,137,154,11499,4276,33,119,112,"Simple, Versatile, Yours"
kotatogram,kotatogram-desktop,2019-10-12 17:13:00,2024-06-03 00:58:47,False,213525,C++,13,151,35,1107,118,295,12717,136,12,45,45,Experimental Telegram Desktop fork.
intel,compute-runtime,2017-09-29 17:26:43,2024-06-28 17:05:58,False,123917,C++,7,190,78,1097,228,548,16399,165,25,499,260,Intel® Graphics Compute Runtime for oneAPI Level Zero and OpenCL™ Driver
LouisBrunner,valgrind-macos,2018-07-27 08:01:07,2024-06-26 06:27:58,True,61678,C,15,57,30,1097,57,61,17790,47,14,50,0,A valgrind mirror with latest macOS support
LMS-Community,slimserver,2012-05-08 10:22:04,2024-06-29 23:07:06,False,868006,Perl,9,77,92,1096,279,493,23015,548,30,42,0,Server for Squeezebox and compatible players. This server is also called Lyrion Music Server.
matrix-org,matrix-react-sdk,2015-06-09 16:37:07,2024-06-28 17:30:09,False,314973,TypeScript,7,865,50,1089,829,18,48043,12667,3078,531,498,Matrix SDK for React Javascript
PDAL,PDAL,2011-08-19 15:57:50,2024-06-28 15:16:40,False,199091,C++,7,167,69,1087,432,1940,10006,2492,12,72,33,PDAL is Point Data Abstraction Library. GDAL for point cloud data.
zatosource,zato,2011-07-07 13:07:04,2024-06-20 13:02:16,False,83515,Python,13,28,79,1086,239,1037,13979,129,50,0,0,"ESB, SOA, REST, APIs and Cloud Integrations in Python"
openfoodfoundation,openfoodnetwork,2012-10-17 07:56:23,2024-06-28 15:46:13,False,108335,Ruby,11,249,71,1086,708,5459,31649,6981,27,374,334,"Connect suppliers, distributors and consumers to trade local produce."
apache,jena,2013-01-04 08:00:32,2024-06-26 09:09:41,False,460894,Java,19,122,78,1075,642,442,11457,2065,5,88,0,Apache Jena
odota,web,2016-05-27 08:06:05,2024-06-22 09:26:18,False,177465,JavaScript,4,178,40,1074,390,984,12214,2194,83,1,1,React web interface for the OpenDota platform
vgteam,vg,2014-10-02 16:54:27,2024-06-28 23:58:14,False,146197,C++,10,55,48,1074,191,2000,16078,2296,810,71,64,tools for working with genome variation graphs
RavenProject,Ravencoin,2017-07-09 21:42:06,2024-05-24 16:12:07,False,483225,C,11,53,217,1073,671,505,16643,743,20,32,28,Ravencoin Core integration/staging tree
FOGProject,fogproject,2014-04-15 18:28:09,2024-06-29 21:49:48,False,4490090,PHP,10,46,85,1068,214,378,15554,218,5,24,23,An open source computer cloning & management system
openucx,ucx,2014-10-17 22:17:24,2024-06-30 12:35:19,False,72807,C,14,142,80,1067,407,2034,16671,7824,19,123,108,Unified Communication X  (mailing list - https://elist.ornl.gov/mailman/listinfo/ucx-group)
robert-strandh,SICL,2012-10-24 04:37:36,2024-06-28 13:00:26,False,23110,TeX,8,29,74,1062,79,76,26994,163,7,0,0,A fresh implementation of Common Lisp
mongodb-js,compass,2015-03-02 15:39:55,2024-06-30 03:09:24,False,411781,TypeScript,10,86,36,1061,171,144,17274,5840,254,5120,434,The GUI for MongoDB.
cms-sw,cmssw,2013-06-26 14:09:07,2024-06-30 11:19:37,False,1389544,C++,34,1163,74,1055,4238,4588,245190,40757,97,2523,1000,CMS Offline Software
pybamm-team,PyBaMM,2018-10-31 10:26:29,2024-09-07 20:09:21,False,190565,Python,5,106,29,1055,526,1468,15138,1996,46,46,46,Fast and flexible physics-based battery models in Python
